CGATS.17

ORIGINATOR	"i1Profiler - X-Rite, Inc."
INSTRUMENTATION	"i1iSis 2 XL ; Serial number 0"
DESCRIPTOR	"rand500_M2.txt"
MEASUREMENT_SOURCE	"MeasurementCondition=M2	Filter=UVcut"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"UV"
WEIGHTING_FUNCTION	"ILLUMINANT,	D50"
WEIGHTING_FUNCTION	"OBSERVER,	2 degree"
KEYWORD	"DEVCALSTD"
DEVCALSTD	"XRGA"
CREATED	"2022-01-08T19:02:49"

NUMBER_OF_FIELDS	47
BEGIN_DATA_FORMAT
SAMPLE_ID	SAMPLE_NAME	RGB_R	RGB_G	RGB_B	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B	SPECTRAL_NM380	SPECTRAL_NM390	SPECTRAL_NM400	SPECTRAL_NM410	SPECTRAL_NM420	SPECTRAL_NM430	SPECTRAL_NM440	SPECTRAL_NM450	SPECTRAL_NM460	SPECTRAL_NM470	SPECTRAL_NM480	SPECTRAL_NM490	SPECTRAL_NM500	SPECTRAL_NM510	SPECTRAL_NM520	SPECTRAL_NM530	SPECTRAL_NM540	SPECTRAL_NM550	SPECTRAL_NM560	SPECTRAL_NM570	SPECTRAL_NM580	SPECTRAL_NM590	SPECTRAL_NM600	SPECTRAL_NM610	SPECTRAL_NM620	SPECTRAL_NM630	SPECTRAL_NM640	SPECTRAL_NM650	SPECTRAL_NM660	SPECTRAL_NM670	SPECTRAL_NM680	SPECTRAL_NM690	SPECTRAL_NM700	SPECTRAL_NM710	SPECTRAL_NM720	SPECTRAL_NM730
END_DATA_FORMAT

NUMBER_OF_SETS	500
BEGIN_DATA
129	129	  251.00	  204.00	  229.00	 0.68519	 0.65283	 0.53136	   84.63	   12.43	    0.79	  0.3927	  0.4187	  0.4369	  0.4482	  0.5180	  0.6192	  0.6489	  0.6545	  0.6616	  0.6699	  0.6688	  0.6627	  0.6609	  0.6308	  0.5839	  0.5702	  0.5818	  0.5671	  0.5639	  0.6235	  0.6987	  0.7473	  0.7703	  0.7819	  0.7893	  0.7954	  0.8031	  0.8116	  0.8195	  0.8257	  0.8311	  0.8346	  0.8390	  0.8421	  0.8430	    0.85
130	130	  171.00	  169.00	  127.00	 0.32199	 0.34641	 0.18274	   65.47	   -4.27	   19.47	  0.1148	  0.1223	  0.1276	  0.1310	  0.1518	  0.1828	  0.1959	  0.2055	  0.2158	  0.2294	  0.2527	  0.2953	  0.3440	  0.3616	  0.3553	  0.3528	  0.3568	  0.3461	  0.3339	  0.3421	  0.3523	  0.3550	  0.3512	  0.3479	  0.3514	  0.3594	  0.3716	  0.3873	  0.4026	  0.4118	  0.4140	  0.4119	  0.4078	  0.4087	  0.4226	    0.45
131	131	  202.00	  249.00	  223.00	 0.58035	 0.66353	 0.56123	   85.18	  -13.94	   -1.44	  0.3860	  0.4115	  0.4293	  0.4405	  0.5099	  0.6137	  0.6554	  0.6745	  0.6938	  0.7174	  0.7387	  0.7577	  0.7820	  0.7916	  0.7826	  0.7639	  0.7399	  0.7034	  0.6565	  0.6178	  0.5885	  0.5697	  0.5532	  0.5426	  0.5425	  0.5491	  0.5622	  0.5816	  0.6019	  0.6128	  0.6119	  0.6051	  0.5957	  0.5913	  0.6032	    0.64
132	132	   54.00	   21.00	   61.00	 0.03689	 0.02552	 0.02885	   18.15	   21.27	   -6.53	  0.0239	  0.0254	  0.0265	  0.0272	  0.0307	  0.0363	  0.0381	  0.0384	  0.0380	  0.0364	  0.0326	  0.0281	  0.0237	  0.0181	  0.0131	  0.0117	  0.0125	  0.0115	  0.0114	  0.0171	  0.0288	  0.0403	  0.0467	  0.0487	  0.0494	  0.0518	  0.0575	  0.0661	  0.0745	  0.0802	  0.0826	  0.0832	  0.0830	  0.0838	  0.0892	    0.10
133	133	  200.00	  215.00	  169.00	 0.48138	 0.53247	 0.33060	   78.02	   -8.61	   14.67	  0.2166	  0.2310	  0.2410	  0.2473	  0.2865	  0.3450	  0.3681	  0.3819	  0.3967	  0.4166	  0.4469	  0.4977	  0.5565	  0.5811	  0.5766	  0.5699	  0.5664	  0.5487	  0.5263	  0.5200	  0.5165	  0.5116	  0.5035	  0.4979	  0.5000	  0.5075	  0.5199	  0.5365	  0.5532	  0.5628	  0.5641	  0.5608	  0.5553	  0.5540	  0.5652	    0.59
134	134	  122.00	   89.00	  132.00	 0.18052	 0.15947	 0.15315	   46.90	   14.90	   -5.63	  0.1086	  0.1159	  0.1209	  0.1241	  0.1458	  0.1777	  0.1888	  0.1927	  0.1956	  0.1975	  0.1928	  0.1827	  0.1719	  0.1538	  0.1335	  0.1273	  0.1297	  0.1214	  0.1164	  0.1366	  0.1718	  0.1980	  0.2071	  0.2083	  0.2104	  0.2170	  0.2300	  0.2477	  0.2655	  0.2762	  0.2789	  0.2772	  0.2745	  0.2757	  0.2887	    0.31
135	135	  124.00	   81.00	  100.00	 0.15749	 0.13651	 0.09646	   43.73	   15.86	    5.19	  0.0697	  0.0743	  0.0776	  0.0795	  0.0922	  0.1099	  0.1152	  0.1174	  0.1196	  0.1218	  0.1243	  0.1277	  0.1296	  0.1208	  0.1075	  0.1041	  0.1059	  0.0984	  0.0953	  0.1167	  0.1555	  0.1845	  0.1933	  0.1948	  0.1983	  0.2052	  0.2163	  0.2305	  0.2444	  0.2527	  0.2544	  0.2530	  0.2505	  0.2516	  0.2637	    0.29
136	136	  250.00	  253.00	  205.00	 0.76156	 0.82198	 0.50621	   92.67	   -6.19	   17.41	  0.3586	  0.3824	  0.3990	  0.4094	  0.4648	  0.5448	  0.5740	  0.5904	  0.6095	  0.6353	  0.6715	  0.7270	  0.7969	  0.8399	  0.8521	  0.8510	  0.8474	  0.8400	  0.8292	  0.8242	  0.8178	  0.8144	  0.8120	  0.8120	  0.8143	  0.8184	  0.8253	  0.8337	  0.8417	  0.8476	  0.8523	  0.8554	  0.8586	  0.8610	  0.8627	    0.87
137	137	  169.00	  199.00	  216.00	 0.41908	 0.45538	 0.47405	   73.24	   -5.94	  -12.39	  0.3135	  0.3343	  0.3487	  0.3579	  0.4244	  0.5282	  0.5698	  0.5860	  0.5998	  0.6141	  0.6156	  0.6023	  0.5904	  0.5616	  0.5195	  0.4965	  0.4868	  0.4514	  0.4130	  0.4075	  0.4113	  0.4085	  0.3973	  0.3870	  0.3871	  0.3955	  0.4118	  0.4359	  0.4611	  0.4744	  0.4732	  0.4639	  0.4515	  0.4446	  0.4614	    0.50
138	138	  118.00	  154.00	  163.00	 0.22706	 0.25537	 0.25958	   57.60	   -8.46	   -9.13	  0.1653	  0.1762	  0.1838	  0.1886	  0.2231	  0.2774	  0.3027	  0.3165	  0.3281	  0.3396	  0.3465	  0.3487	  0.3493	  0.3358	  0.3106	  0.2935	  0.2828	  0.2568	  0.2275	  0.2176	  0.2167	  0.2159	  0.2109	  0.2053	  0.2052	  0.2113	  0.2242	  0.2438	  0.2642	  0.2760	  0.2765	  0.2711	  0.2640	  0.2621	  0.2767	    0.31
139	139	  161.00	  208.00	  168.00	 0.36592	 0.43337	 0.31966	   71.79	  -16.38	    5.56	  0.2032	  0.2166	  0.2260	  0.2318	  0.2711	  0.3307	  0.3568	  0.3726	  0.3877	  0.4071	  0.4347	  0.4780	  0.5267	  0.5426	  0.5298	  0.5142	  0.4986	  0.4642	  0.4223	  0.3968	  0.3799	  0.3661	  0.3508	  0.3400	  0.3404	  0.3483	  0.3627	  0.3834	  0.4052	  0.4168	  0.4156	  0.4074	  0.3956	  0.3906	  0.4072	    0.45
140	140	  124.00	   80.00	  116.00	 0.16548	 0.14101	 0.11756	   44.38	   17.62	   -0.36	  0.0855	  0.0912	  0.0952	  0.0976	  0.1135	  0.1369	  0.1443	  0.1466	  0.1486	  0.1497	  0.1479	  0.1443	  0.1397	  0.1258	  0.1091	  0.1047	  0.1072	  0.0997	  0.0965	  0.1187	  0.1590	  0.1898	  0.2001	  0.2021	  0.2052	  0.2122	  0.2241	  0.2395	  0.2548	  0.2638	  0.2663	  0.2647	  0.2624	  0.2641	  0.2756	    0.30
141	141	  174.00	  128.00	  143.00	 0.30708	 0.28438	 0.19199	   60.29	   12.65	    8.51	  0.1330	  0.1418	  0.1480	  0.1519	  0.1773	  0.2142	  0.2262	  0.2310	  0.2359	  0.2420	  0.2498	  0.2628	  0.2764	  0.2663	  0.2426	  0.2365	  0.2427	  0.2308	  0.2256	  0.2625	  0.3178	  0.3536	  0.3638	  0.3663	  0.3717	  0.3803	  0.3923	  0.4070	  0.4212	  0.4299	  0.4326	  0.4319	  0.4297	  0.4315	  0.4439	    0.47
142	142	   97.00	   54.00	   74.00	 0.08585	 0.06887	 0.05015	   31.55	   18.31	    3.36	  0.0375	  0.0400	  0.0417	  0.0428	  0.0495	  0.0585	  0.0611	  0.0622	  0.0628	  0.0632	  0.0632	  0.0631	  0.0623	  0.0556	  0.0472	  0.0452	  0.0465	  0.0426	  0.0415	  0.0549	  0.0808	  0.1017	  0.1092	  0.1109	  0.1134	  0.1182	  0.1264	  0.1371	  0.1476	  0.1541	  0.1560	  0.1551	  0.1533	  0.1546	  0.1637	    0.18
143	143	  128.00	  140.00	   95.00	 0.19836	 0.21888	 0.11427	   53.90	   -6.16	   17.06	  0.0696	  0.0743	  0.0775	  0.0795	  0.0918	  0.1103	  0.1191	  0.1265	  0.1341	  0.1439	  0.1613	  0.1929	  0.2277	  0.2397	  0.2341	  0.2315	  0.2331	  0.2221	  0.2094	  0.2121	  0.2170	  0.2169	  0.2123	  0.2086	  0.2110	  0.2178	  0.2282	  0.2418	  0.2555	  0.2634	  0.2640	  0.2609	  0.2568	  0.2571	  0.2700	    0.30
144	144	   30.00	   73.00	   56.00	 0.02721	 0.03375	 0.03510	   21.49	   -9.35	   -5.18	  0.0223	  0.0237	  0.0248	  0.0254	  0.0291	  0.0346	  0.0382	  0.0414	  0.0443	  0.0469	  0.0496	  0.0521	  0.0536	  0.0518	  0.0474	  0.0437	  0.0410	  0.0355	  0.0290	  0.0256	  0.0242	  0.0237	  0.0227	  0.0217	  0.0215	  0.0226	  0.0256	  0.0300	  0.0352	  0.0381	  0.0381	  0.0368	  0.0351	  0.0346	  0.0389	    0.05
145	145	   25.00	   27.00	   68.00	 0.02352	 0.01846	 0.03585	   14.66	   12.85	  -17.45	  0.0259	  0.0277	  0.0289	  0.0296	  0.0345	  0.0424	  0.0464	  0.0480	  0.0483	  0.0472	  0.0424	  0.0352	  0.0280	  0.0215	  0.0157	  0.0133	  0.0131	  0.0120	  0.0108	  0.0120	  0.0155	  0.0201	  0.0234	  0.0238	  0.0228	  0.0237	  0.0289	  0.0377	  0.0476	  0.0547	  0.0576	  0.0579	  0.0574	  0.0578	  0.0628	    0.07
146	146	  190.00	  142.00	  185.00	 0.40448	 0.37087	 0.31352	   67.35	   15.06	   -1.16	  0.2194	  0.2339	  0.2441	  0.2504	  0.2951	  0.3615	  0.3830	  0.3889	  0.3946	  0.3996	  0.3968	  0.3906	  0.3856	  0.3567	  0.3160	  0.3047	  0.3143	  0.2990	  0.2918	  0.3407	  0.4092	  0.4513	  0.4649	  0.4688	  0.4751	  0.4842	  0.4968	  0.5123	  0.5273	  0.5366	  0.5394	  0.5382	  0.5364	  0.5375	  0.5478	    0.57
147	147	  114.00	   69.00	   81.00	 0.12636	 0.10688	 0.06865	   39.05	   16.68	    7.61	  0.0505	  0.0539	  0.0562	  0.0576	  0.0662	  0.0781	  0.0814	  0.0829	  0.0842	  0.0859	  0.0888	  0.0935	  0.0968	  0.0904	  0.0803	  0.0778	  0.0793	  0.0732	  0.0712	  0.0893	  0.1239	  0.1507	  0.1593	  0.1610	  0.1641	  0.1704	  0.1803	  0.1930	  0.2053	  0.2129	  0.2148	  0.2138	  0.2115	  0.2128	  0.2239	    0.24
148	148	  186.00	  139.00	  138.00	 0.34885	 0.32947	 0.19225	   64.12	   10.94	   15.07	  0.1310	  0.1396	  0.1456	  0.1495	  0.1736	  0.2081	  0.2194	  0.2254	  0.2318	  0.2404	  0.2551	  0.2827	  0.3120	  0.3088	  0.2854	  0.2794	  0.2871	  0.2747	  0.2696	  0.3103	  0.3688	  0.4058	  0.4166	  0.4196	  0.4254	  0.4342	  0.4462	  0.4608	  0.4748	  0.4834	  0.4867	  0.4863	  0.4852	  0.4868	  0.4988	    0.52
149	149	   85.00	   96.00	  131.00	 0.12567	 0.12421	 0.15721	   41.88	    4.03	  -15.30	  0.1053	  0.1123	  0.1171	  0.1202	  0.1418	  0.1759	  0.1916	  0.1990	  0.2041	  0.2068	  0.2021	  0.1881	  0.1734	  0.1547	  0.1337	  0.1233	  0.1204	  0.1097	  0.0979	  0.1001	  0.1104	  0.1196	  0.1229	  0.1213	  0.1207	  0.1248	  0.1364	  0.1543	  0.1725	  0.1838	  0.1863	  0.1845	  0.1800	  0.1799	  0.1913	    0.22
150	150	   81.00	   37.00	   81.00	 0.07077	 0.05198	 0.05228	   27.29	   22.74	   -5.09	  0.0411	  0.0438	  0.0456	  0.0468	  0.0541	  0.0648	  0.0679	  0.0681	  0.0677	  0.0658	  0.0614	  0.0554	  0.0494	  0.0398	  0.0303	  0.0279	  0.0294	  0.0268	  0.0261	  0.0376	  0.0602	  0.0803	  0.0897	  0.0924	  0.0940	  0.0980	  0.1063	  0.1179	  0.1294	  0.1368	  0.1393	  0.1392	  0.1380	  0.1393	  0.1472	    0.16
151	151	  120.00	  122.00	  168.00	 0.22316	 0.21854	 0.25860	   53.88	    5.81	  -15.38	  0.1744	  0.1860	  0.1940	  0.1991	  0.2362	  0.2939	  0.3178	  0.3271	  0.3337	  0.3375	  0.3293	  0.3074	  0.2846	  0.2564	  0.2252	  0.2106	  0.2084	  0.1934	  0.1777	  0.1850	  0.2039	  0.2192	  0.2246	  0.2229	  0.2220	  0.2279	  0.2438	  0.2678	  0.2925	  0.3077	  0.3117	  0.3091	  0.3041	  0.3038	  0.3180	    0.35
152	152	  105.00	   73.00	  119.00	 0.14086	 0.11960	 0.12523	   41.15	   16.99	   -8.14	  0.0906	  0.0967	  0.1009	  0.1035	  0.1210	  0.1474	  0.1568	  0.1597	  0.1615	  0.1611	  0.1549	  0.1433	  0.1314	  0.1138	  0.0956	  0.0899	  0.0917	  0.0852	  0.0812	  0.0980	  0.1289	  0.1534	  0.1632	  0.1647	  0.1661	  0.1717	  0.1842	  0.2018	  0.2194	  0.2300	  0.2331	  0.2325	  0.2296	  0.2310	  0.2425	    0.26
153	153	  162.00	  150.00	  114.00	 0.27769	 0.29004	 0.14684	   60.78	   -0.78	   19.89	  0.0930	  0.0992	  0.1034	  0.1062	  0.1225	  0.1468	  0.1569	  0.1646	  0.1728	  0.1837	  0.2032	  0.2395	  0.2803	  0.2933	  0.2851	  0.2831	  0.2886	  0.2794	  0.2709	  0.2858	  0.3044	  0.3126	  0.3115	  0.3095	  0.3131	  0.3210	  0.3324	  0.3468	  0.3608	  0.3692	  0.3713	  0.3697	  0.3663	  0.3677	  0.3810	    0.41
154	154	  216.00	  177.00	  228.00	 0.53932	 0.50755	 0.50001	   76.53	   13.12	   -9.70	  0.3489	  0.3720	  0.3882	  0.3982	  0.4721	  0.5831	  0.6199	  0.6282	  0.6355	  0.6412	  0.6278	  0.5963	  0.5673	  0.5182	  0.4582	  0.4391	  0.4492	  0.4271	  0.4145	  0.4697	  0.5400	  0.5786	  0.5895	  0.5919	  0.5969	  0.6049	  0.6168	  0.6322	  0.6476	  0.6568	  0.6585	  0.6562	  0.6529	  0.6520	  0.6605	    0.68
155	155	  241.00	  237.00	  189.00	 0.66667	 0.71274	 0.41107	   87.61	   -4.50	   20.11	  0.2880	  0.3070	  0.3203	  0.3287	  0.3738	  0.4381	  0.4611	  0.4744	  0.4901	  0.5116	  0.5465	  0.6093	  0.6868	  0.7265	  0.7291	  0.7262	  0.7265	  0.7158	  0.7045	  0.7113	  0.7200	  0.7248	  0.7250	  0.7256	  0.7291	  0.7347	  0.7433	  0.7540	  0.7643	  0.7715	  0.7760	  0.7779	  0.7796	  0.7812	  0.7859	    0.80
156	156	   70.00	  101.00	  117.00	 0.09832	 0.10681	 0.13782	   39.04	   -3.64	  -15.25	  0.0879	  0.0938	  0.0978	  0.1003	  0.1189	  0.1484	  0.1635	  0.1721	  0.1787	  0.1836	  0.1822	  0.1737	  0.1637	  0.1495	  0.1319	  0.1212	  0.1155	  0.1024	  0.0876	  0.0834	  0.0852	  0.0877	  0.0870	  0.0846	  0.0842	  0.0875	  0.0961	  0.1095	  0.1239	  0.1324	  0.1336	  0.1307	  0.1264	  0.1256	  0.1358	    0.16
157	157	   86.00	  134.00	  115.00	 0.14131	 0.16946	 0.15880	   48.19	  -13.07	   -4.79	  0.0976	  0.1040	  0.1085	  0.1113	  0.1313	  0.1621	  0.1783	  0.1890	  0.1982	  0.2082	  0.2186	  0.2298	  0.2400	  0.2365	  0.2217	  0.2097	  0.1996	  0.1771	  0.1522	  0.1411	  0.1364	  0.1322	  0.1263	  0.1216	  0.1221	  0.1270	  0.1357	  0.1487	  0.1625	  0.1700	  0.1697	  0.1652	  0.1591	  0.1581	  0.1704	    0.20
158	158	  113.00	  153.00	  104.00	 0.18294	 0.22081	 0.14044	   54.11	  -14.90	   10.05	  0.0842	  0.0897	  0.0936	  0.0961	  0.1120	  0.1360	  0.1481	  0.1575	  0.1664	  0.1779	  0.1977	  0.2336	  0.2720	  0.2844	  0.2761	  0.2670	  0.2587	  0.2359	  0.2097	  0.1981	  0.1924	  0.1865	  0.1785	  0.1729	  0.1740	  0.1799	  0.1901	  0.2043	  0.2190	  0.2271	  0.2262	  0.2216	  0.2147	  0.2131	  0.2260	    0.26
159	159	  121.00	  101.00	  150.00	 0.20595	 0.18823	 0.20506	   50.48	   12.34	  -11.12	  0.1416	  0.1510	  0.1575	  0.1617	  0.1916	  0.2370	  0.2542	  0.2601	  0.2645	  0.2661	  0.2581	  0.2393	  0.2209	  0.1964	  0.1701	  0.1607	  0.1626	  0.1524	  0.1441	  0.1614	  0.1921	  0.2153	  0.2239	  0.2244	  0.2252	  0.2316	  0.2465	  0.2679	  0.2894	  0.3026	  0.3062	  0.3047	  0.3016	  0.3028	  0.3160	    0.34
160	160	   98.00	   88.00	   51.00	 0.10554	 0.10501	 0.04648	   38.73	    3.30	   17.69	  0.0309	  0.0329	  0.0343	  0.0352	  0.0393	  0.0451	  0.0477	  0.0505	  0.0534	  0.0574	  0.0660	  0.0817	  0.0978	  0.1017	  0.0979	  0.0972	  0.0989	  0.0939	  0.0901	  0.0992	  0.1141	  0.1232	  0.1240	  0.1231	  0.1253	  0.1305	  0.1382	  0.1481	  0.1578	  0.1635	  0.1646	  0.1630	  0.1603	  0.1612	  0.1710	    0.19
161	161	  157.00	  110.00	  160.00	 0.27737	 0.24577	 0.22001	   56.67	   16.86	   -3.45	  0.1573	  0.1678	  0.1750	  0.1796	  0.2106	  0.2570	  0.2720	  0.2760	  0.2791	  0.2806	  0.2750	  0.2649	  0.2549	  0.2307	  0.2016	  0.1937	  0.1994	  0.1879	  0.1822	  0.2172	  0.2725	  0.3103	  0.3227	  0.3256	  0.3302	  0.3386	  0.3519	  0.3690	  0.3854	  0.3956	  0.3981	  0.3963	  0.3932	  0.3943	  0.4077	    0.43
162	162	  183.00	  132.00	  161.00	 0.35242	 0.32223	 0.23832	   63.53	   14.70	    4.91	  0.1684	  0.1795	  0.1873	  0.1922	  0.2243	  0.2717	  0.2866	  0.2912	  0.2960	  0.3012	  0.3042	  0.3108	  0.3184	  0.3014	  0.2710	  0.2630	  0.2709	  0.2578	  0.2523	  0.2953	  0.3596	  0.4020	  0.4157	  0.4198	  0.4259	  0.4349	  0.4470	  0.4618	  0.4761	  0.4848	  0.4877	  0.4868	  0.4850	  0.4865	  0.4978	    0.52
163	163	  233.00	  195.00	  249.00	 0.61794	 0.58198	 0.60512	   80.85	   13.63	  -13.37	  0.4387	  0.4676	  0.4880	  0.5006	  0.5887	  0.7200	  0.7601	  0.7647	  0.7689	  0.7713	  0.7476	  0.6999	  0.6553	  0.5961	  0.5310	  0.5100	  0.5187	  0.4951	  0.4818	  0.5374	  0.6093	  0.6510	  0.6653	  0.6699	  0.6754	  0.6828	  0.6937	  0.7080	  0.7223	  0.7308	  0.7329	  0.7319	  0.7301	  0.7296	  0.7363	    0.75
164	164	  181.00	  208.00	  236.00	 0.45993	 0.49457	 0.55556	   75.74	   -4.74	  -17.12	  0.3739	  0.3986	  0.4159	  0.4268	  0.5072	  0.6309	  0.6783	  0.6937	  0.7061	  0.7179	  0.7106	  0.6824	  0.6556	  0.6144	  0.5624	  0.5358	  0.5254	  0.4850	  0.4427	  0.4395	  0.4463	  0.4433	  0.4297	  0.4179	  0.4183	  0.4270	  0.4433	  0.4672	  0.4927	  0.5058	  0.5031	  0.4927	  0.4783	  0.4701	  0.4864	    0.53
165	165	  100.00	  142.00	   91.00	 0.15098	 0.18477	 0.11568	   50.07	  -15.29	   10.02	  0.0683	  0.0728	  0.0759	  0.0779	  0.0908	  0.1101	  0.1199	  0.1283	  0.1362	  0.1465	  0.1648	  0.1977	  0.2322	  0.2433	  0.2354	  0.2271	  0.2193	  0.1982	  0.1743	  0.1637	  0.1585	  0.1533	  0.1462	  0.1411	  0.1421	  0.1476	  0.1567	  0.1694	  0.1830	  0.1902	  0.1896	  0.1852	  0.1789	  0.1773	  0.1893	    0.22
166	166	   50.00	   65.00	   17.00	 0.03349	 0.03655	 0.01320	   22.50	   -2.81	   15.99	  0.0094	  0.0101	  0.0104	  0.0107	  0.0114	  0.0121	  0.0125	  0.0131	  0.0139	  0.0154	  0.0190	  0.0265	  0.0350	  0.0388	  0.0388	  0.0386	  0.0389	  0.0369	  0.0345	  0.0348	  0.0363	  0.0373	  0.0371	  0.0366	  0.0372	  0.0391	  0.0425	  0.0470	  0.0517	  0.0547	  0.0554	  0.0547	  0.0538	  0.0545	  0.0591	    0.07
167	167	  207.00	  163.00	  218.00	 0.49983	 0.46421	 0.45289	   73.82	   14.51	   -8.89	  0.3151	  0.3359	  0.3505	  0.3595	  0.4268	  0.5292	  0.5627	  0.5696	  0.5754	  0.5800	  0.5671	  0.5400	  0.5152	  0.4683	  0.4103	  0.3924	  0.4031	  0.3823	  0.3711	  0.4269	  0.4997	  0.5408	  0.5532	  0.5561	  0.5615	  0.5701	  0.5827	  0.5991	  0.6154	  0.6248	  0.6270	  0.6251	  0.6217	  0.6213	  0.6310	    0.65
168	168	  151.00	  120.00	   99.00	 0.22767	 0.22228	 0.11106	   54.27	    6.16	   18.65	  0.0735	  0.0784	  0.0818	  0.0839	  0.0966	  0.1143	  0.1207	  0.1255	  0.1308	  0.1380	  0.1520	  0.1785	  0.2062	  0.2113	  0.2016	  0.1995	  0.2034	  0.1943	  0.1891	  0.2109	  0.2447	  0.2659	  0.2696	  0.2694	  0.2735	  0.2813	  0.2922	  0.3059	  0.3192	  0.3271	  0.3291	  0.3272	  0.3245	  0.3262	  0.3384	    0.36
169	169	   60.00	   12.00	   17.00	 0.02959	 0.01943	 0.00867	   15.18	   22.12	    9.95	  0.0088	  0.0093	  0.0098	  0.0100	  0.0110	  0.0118	  0.0113	  0.0108	  0.0103	  0.0099	  0.0099	  0.0101	  0.0098	  0.0088	  0.0077	  0.0075	  0.0072	  0.0066	  0.0071	  0.0113	  0.0236	  0.0369	  0.0429	  0.0450	  0.0467	  0.0492	  0.0528	  0.0573	  0.0618	  0.0648	  0.0662	  0.0666	  0.0668	  0.0681	  0.0723	    0.08
170	170	   12.00	   46.00	   60.00	 0.01409	 0.01579	 0.03081	   13.10	   -3.20	  -16.67	  0.0201	  0.0214	  0.0223	  0.0229	  0.0263	  0.0323	  0.0365	  0.0393	  0.0411	  0.0420	  0.0411	  0.0371	  0.0327	  0.0279	  0.0230	  0.0196	  0.0175	  0.0147	  0.0114	  0.0096	  0.0093	  0.0096	  0.0096	  0.0091	  0.0087	  0.0092	  0.0110	  0.0142	  0.0182	  0.0206	  0.0211	  0.0203	  0.0190	  0.0189	  0.0219	    0.03
171	171	  195.00	  253.00	  253.00	 0.60041	 0.68194	 0.70235	   86.10	  -13.13	  -13.50	  0.4886	  0.5209	  0.5435	  0.5577	  0.6478	  0.7853	  0.8421	  0.8645	  0.8849	  0.9082	  0.9125	  0.8855	  0.8591	  0.8396	  0.8193	  0.7939	  0.7631	  0.7197	  0.6645	  0.6173	  0.5825	  0.5609	  0.5424	  0.5304	  0.5297	  0.5363	  0.5498	  0.5708	  0.5931	  0.6049	  0.6030	  0.5950	  0.5834	  0.5777	  0.5914	    0.63
172	172	  209.00	  231.00	  174.00	 0.53229	 0.59781	 0.36144	   81.72	  -11.03	   16.59	  0.2420	  0.2580	  0.2692	  0.2762	  0.3169	  0.3767	  0.4003	  0.4150	  0.4306	  0.4520	  0.4875	  0.5496	  0.6237	  0.6603	  0.6615	  0.6541	  0.6460	  0.6249	  0.5976	  0.5828	  0.5720	  0.5633	  0.5533	  0.5468	  0.5484	  0.5554	  0.5676	  0.5843	  0.6012	  0.6107	  0.6119	  0.6083	  0.6026	  0.6011	  0.6114	    0.64
173	173	  174.00	  231.00	  211.00	 0.45549	 0.53440	 0.48523	   78.14	  -16.34	   -5.26	  0.3210	  0.3422	  0.3571	  0.3663	  0.4291	  0.5254	  0.5656	  0.5848	  0.6026	  0.6237	  0.6429	  0.6598	  0.6802	  0.6801	  0.6595	  0.6373	  0.6142	  0.5714	  0.5187	  0.4816	  0.4552	  0.4358	  0.4162	  0.4024	  0.4018	  0.4099	  0.4251	  0.4481	  0.4725	  0.4851	  0.4825	  0.4719	  0.4573	  0.4496	  0.4661	    0.51
174	174	  173.00	  194.00	  230.00	 0.43205	 0.45304	 0.51801	   73.09	   -1.41	  -17.64	  0.3473	  0.3703	  0.3863	  0.3964	  0.4733	  0.5922	  0.6372	  0.6500	  0.6596	  0.6686	  0.6594	  0.6287	  0.5995	  0.5552	  0.5003	  0.4744	  0.4681	  0.4321	  0.3956	  0.4010	  0.4171	  0.4210	  0.4121	  0.4021	  0.4022	  0.4108	  0.4279	  0.4534	  0.4802	  0.4943	  0.4929	  0.4833	  0.4700	  0.4629	  0.4796	    0.52
175	175	  186.00	  182.00	  131.00	 0.37589	 0.40560	 0.19837	   69.87	   -4.86	   23.69	  0.1250	  0.1333	  0.1391	  0.1427	  0.1646	  0.1967	  0.2099	  0.2201	  0.2309	  0.2458	  0.2741	  0.3293	  0.3945	  0.4213	  0.4162	  0.4137	  0.4180	  0.4063	  0.3932	  0.4026	  0.4144	  0.4178	  0.4143	  0.4112	  0.4148	  0.4230	  0.4355	  0.4513	  0.4671	  0.4764	  0.4789	  0.4771	  0.4735	  0.4736	  0.4865	    0.51
176	176	   55.00	   40.00	    6.00	 0.03265	 0.02913	 0.00744	   19.69	    7.90	   19.92	  0.0066	  0.0071	  0.0074	  0.0076	  0.0080	  0.0077	  0.0074	  0.0072	  0.0074	  0.0082	  0.0098	  0.0140	  0.0195	  0.0225	  0.0236	  0.0241	  0.0237	  0.0223	  0.0222	  0.0259	  0.0340	  0.0403	  0.0420	  0.0425	  0.0439	  0.0461	  0.0491	  0.0530	  0.0569	  0.0595	  0.0605	  0.0607	  0.0607	  0.0618	  0.0659	    0.07
177	177	  181.00	  157.00	  126.00	 0.34156	 0.34779	 0.17678	   65.57	    2.16	   20.97	  0.1133	  0.1208	  0.1260	  0.1293	  0.1499	  0.1799	  0.1916	  0.1997	  0.2084	  0.2203	  0.2420	  0.2842	  0.3314	  0.3438	  0.3306	  0.3271	  0.3343	  0.3241	  0.3166	  0.3414	  0.3726	  0.3890	  0.3914	  0.3914	  0.3959	  0.4042	  0.4162	  0.4309	  0.4452	  0.4538	  0.4568	  0.4564	  0.4548	  0.4566	  0.4688	    0.49
