NUMBER_OF_FIELDS 4
BEGIN_DATA_FORMAT
SampleID	RGB_R	RGB_G	RGB_B
END_DATA_FORMAT

NUMBER_OF_SETS	1914
BEGIN_DATA
1	200.00	200.00	200.00
2	150.00	150.00	150.00
3	100.00	100.00	100.00
4	 50.00	 50.00	 50.00
5	255.00	180.00	255.00
6	255.00	255.00	180.00
7	180.00	255.00	255.00
8	255.00	  0.00	255.00
9	255.00	255.00	  0.00
10	  0.00	255.00	255.00
11	200.00	200.00	200.00
12	150.00	150.00	150.00
13	100.00	100.00	100.00
14	 50.00	 50.00	 50.00
15	255.00	180.00	255.00
16	255.00	255.00	180.00
17	180.00	255.00	255.00
18	255.00	  0.00	255.00
19	255.00	255.00	  0.00
20	  0.00	255.00	255.00
21	200.00	200.00	200.00
22	150.00	150.00	150.00
23	100.00	100.00	100.00
24	 50.00	 50.00	 50.00
25	255.00	180.00	255.00
26	255.00	255.00	180.00
27	180.00	255.00	255.00
28	255.00	  0.00	255.00
29	255.00	255.00	  0.00
30	  0.00	255.00	255.00
31	200.00	200.00	200.00
32	150.00	150.00	150.00
33	100.00	100.00	100.00
34	 50.00	 50.00	 50.00
35	255.00	180.00	255.00
36	255.00	255.00	180.00
37	180.00	255.00	255.00
38	255.00	  0.00	255.00
39	 55.00	237.00	237.00
40	 36.00	  0.00	  0.00
41	179.00	 26.00	179.00
42	146.00	146.00	255.00
43	182.00	 73.00	  0.00
44	 51.00	255.00	255.00
45	 60.00	127.00	128.00
46	146.00	255.00	219.00
47	178.00	246.00	215.00
48	 96.00	108.00	 96.00
49	255.00	 51.00	255.00
50	237.00	 91.00	128.00
51	255.00	182.00	109.00
52	140.00	179.00	140.00
53	172.00	103.00	 99.00
54	 77.00	230.00	 26.00
55	153.00	 51.00	  0.00
56	146.00	 36.00	255.00
57	109.00	146.00	109.00
58	  7.00	 29.00	 20.00
59	104.00	105.00	143.00
60	255.00	153.00	 51.00
61	182.00	255.00	  0.00
62	200.00	 18.00	 18.00
63	182.00	 36.00	219.00
64	 64.00	 93.00	 54.00
65	 12.00	 39.00	138.00
66	102.00	255.00	 51.00
67	  0.00	109.00	  0.00
68	114.00	126.00	114.00
69	 51.00	204.00	 51.00
70	248.00	193.00	220.00
71	245.00	233.00	233.00
72	 46.00	 73.00	 44.00
73	 36.00	 36.00	219.00
74	153.00	153.00	255.00
75	204.00	102.00	204.00
76	182.00	109.00	182.00
77	  0.00	  0.00	  8.00
78	109.00	219.00	146.00
79	 36.00	  0.00	219.00
80	 91.00	 55.00	 91.00
81	 73.00	109.00	 36.00
82	146.00	146.00	 73.00
83	148.00	110.00	 80.00
84	 22.00	 17.00	162.00
85	 18.00	237.00	 18.00
86	200.00	 18.00	237.00
87	 31.00	  8.00	 69.00
88	153.00	153.00	  0.00
89	200.00	164.00	200.00
90	255.00	 73.00	109.00
91	  0.00	  0.00	 36.00
92	204.00	255.00	255.00
93	  0.00	153.00	255.00
94	 36.00	 73.00	146.00
95	 36.00	219.00	 73.00
96	164.00	 18.00	 55.00
97	 31.00	 15.00	 16.00
98	200.00	128.00	 18.00
99	146.00	182.00	146.00
100	153.00	  0.00	  0.00
101	248.00	177.00	247.00
102	 73.00	 73.00	255.00
103	132.00	130.00	 57.00
104	 45.00	113.00	 70.00
105	225.00	225.00	225.00
106	 51.00	153.00	 51.00
107	  0.00	219.00	 73.00
108	255.00	 73.00	219.00
109	 86.00	134.00	115.00
110	179.00	140.00	140.00
111	230.00	 26.00	230.00
112	 36.00	 36.00	  0.00
113	237.00	128.00	200.00
114	182.00	  0.00	255.00
115	 55.00	 40.00	  6.00
