NUMBER_OF_FIELDS 4
BEGIN_DATA_FORMAT
SampleID	RGB_R	RGB_G	RGB_B
END_DATA_FORMAT

NUMBER_OF_SETS	1914
BEGIN_DATA
1	140.00	116.00	  0.00
2	  2.00	114.00	 97.00
3	110.00	100.00	 57.00
4	 48.00	 48.00	  0.00
5	111.00	 57.00	 53.00
6	 55.00	  0.00	132.00
7	  3.00	189.00	  3.00
8	254.00	  8.00	107.00
9	128.00	164.00	200.00
10	187.00	168.00	206.00
11	159.00	118.00	124.00
12	125.00	 59.00	232.00
13	255.00	 36.00	146.00
14	145.00	142.00	103.00
15	219.00	 73.00	 36.00
16	237.00	 91.00	200.00
17	200.00	 18.00	 91.00
18	146.00	 73.00	219.00
19	 70.00	 84.00	 42.00
20	200.00	237.00	 18.00
21	128.00	128.00	237.00
22	 77.00	 65.00	 65.00
23	109.00	219.00	146.00
24	182.00	219.00	109.00
25	 58.00	 78.00	121.00
26	155.00	113.00	159.00
27	 66.00	169.00	197.00
28	255.00	 36.00	182.00
29	146.00	146.00	109.00
30	182.00	255.00	  0.00
31	146.00	182.00	109.00
32	 68.00	 99.00	118.00
33	126.00	108.00	104.00
34	 40.00	 25.00	 47.00
35	 73.00	255.00	219.00
36	154.00	166.00	154.00
37	121.00	102.00	 82.00
38	 36.00	219.00	109.00
39	194.00	233.00	 26.00
40	 55.00	 55.00	 55.00
41	255.00	  0.00	  0.00
42	145.00	 63.00	115.00
43	  0.00	146.00	146.00
44	 73.00	  0.00	109.00
45	 38.00	244.00	148.00
46	219.00	  0.00	 36.00
47	238.00	170.00	196.00
48	 55.00	164.00	200.00
49	 73.00	109.00	 73.00
50	208.00	188.00	174.00
51	 36.00	 36.00	255.00
52	111.00	 79.00	108.00
53	 36.00	109.00	 36.00
54	 55.00	200.00	200.00
55	 30.00	 30.00	 30.00
56	163.00	122.00	181.00
57	143.00	121.00	 72.00
58	230.00	230.00	230.00
59	189.00	207.00	208.00
60	 40.00	254.00	239.00
61	 73.00	  0.00	255.00
62	123.00	 33.00	210.00
63	237.00	128.00	164.00
64	175.00	107.00	116.00
65	135.00	117.00	101.00
66	248.00	141.00	151.00
67	125.00	 63.00	 76.00
68	200.00	164.00	164.00
69	146.00	 36.00	109.00
70	 36.00	219.00	182.00
71	196.00	192.00	165.00
72	 83.00	109.00	151.00
73	146.00	  0.00	146.00
74	 69.00	142.00	  2.00
75	 69.00	126.00	 24.00
76	219.00	255.00	182.00
77	 91.00	128.00	128.00
78	124.00	118.00	167.00
79	237.00	128.00	 91.00
80	123.00	 80.00	103.00
81	 31.00	 32.00	 90.00
82	 73.00	255.00	255.00
83	 36.00	  0.00	182.00
84	 73.00	182.00	 73.00
85	182.00	182.00	255.00
86	237.00	 24.00	 30.00
87	182.00	146.00	 36.00
88	 73.00	 34.00	 14.00
89	 80.00	 10.00	209.00
90	221.00	 48.00	132.00
91	219.00	255.00	 73.00
92	 36.00	146.00	182.00
93	255.00	 73.00	255.00
94	182.00	146.00	219.00
95	175.00	216.00	180.00
96	131.00	160.00	106.00
97	 73.00	146.00	109.00
98	164.00	 18.00	128.00
99	  0.00	219.00	109.00
100	200.00	133.00	191.00
101	128.00	138.00	185.00
102	255.00	255.00	109.00
103	219.00	182.00	 73.00
104	  0.00	 73.00	219.00
105	200.00	 18.00	128.00
106	  0.00	182.00	 73.00
107	 73.00	 36.00	146.00
108	 73.00	255.00	 36.00
109	247.00	109.00	 18.00
110	182.00	222.00	243.00
111	206.00	186.00	232.00
112	  5.00	  5.00	  5.00
113	146.00	219.00	 73.00
114	219.00	 36.00	255.00
