NUMBER_OF_FIELDS 4
BEGIN_DATA_FORMAT
SampleID	RGB_R	RGB_G	RGB_B
END_DATA_FORMAT

NUMBER_OF_SETS	1827
BEGIN_DATA
1	200.00	200.00	200.00
2	150.00	150.00	150.00
3	100.00	100.00	100.00
4	 50.00	 50.00	 50.00
5	255.00	180.00	255.00
6	255.00	255.00	180.00
7	180.00	255.00	255.00
8	255.00	  0.00	255.00
9	255.00	255.00	  0.00
10	  0.00	255.00	255.00
11	200.00	200.00	200.00
12	150.00	150.00	150.00
13	100.00	100.00	100.00
14	 50.00	 50.00	 50.00
15	255.00	180.00	255.00
16	255.00	255.00	180.00
17	180.00	255.00	255.00
18	255.00	  0.00	255.00
19	255.00	255.00	  0.00
20	  0.00	255.00	255.00
21	200.00	200.00	200.00
22	  0.00	255.00	109.00
23	  0.00	 73.00	146.00
24	 73.00	 36.00	255.00
25	115.00	127.00	115.00
26	219.00	 36.00	219.00
27	107.00	 86.00	126.00
28	109.00	 73.00	182.00
29	255.00	 73.00	219.00
30	198.00	198.00	198.00
31	 73.00	251.00	  9.00
32	220.00	157.00	216.00
33	164.00	237.00	128.00
34	 73.00	255.00	146.00
35	 55.00	 55.00	237.00
36	128.00	237.00	200.00
37	206.00	239.00	239.00
38	  0.00	 36.00	109.00
39	125.00	125.00	137.00
40	  0.00	219.00	109.00
41	127.00	232.00	 30.00
42	 55.00	 55.00	164.00
43	191.00	243.00	255.00
44	 55.00	200.00	200.00
45	219.00	146.00	255.00
46	128.00	 55.00	164.00
47	164.00	 55.00	200.00
48	255.00	109.00	 73.00
49	147.00	 73.00	138.00
50	169.00	221.00	197.00
51	107.00	134.00	102.00
52	105.00	105.00	117.00
53	219.00	  0.00	 73.00
54	129.00	129.00	129.00
55	 65.00	 77.00	 65.00
56	182.00	146.00	146.00
57	146.00	 36.00	146.00
58	225.00	 21.00	164.00
59	127.00	135.00	115.00
60	 59.00	 92.00	105.00
61	226.00	146.00	164.00
62	226.00	214.00	214.00
63	 35.00	155.00	 40.00
64	219.00	 73.00	146.00
65	 36.00	 36.00	109.00
66	164.00	237.00	 55.00
67	 51.00	 36.00	  8.00
68	 73.00	182.00	109.00
69	146.00	255.00	255.00
70	 91.00	237.00	200.00
71	 91.00	237.00	164.00
72	164.00	 55.00	237.00
73	 36.00	 73.00	  0.00
74	244.00	249.00	220.00
75	146.00	  0.00	 73.00
76	 91.00	200.00	128.00
77	130.00	158.00	190.00
78	109.00	  0.00	 36.00
79	251.00	 38.00	 53.00
80	182.00	  0.00	 36.00
81	219.00	 73.00	182.00
82	211.00	223.00	151.00
83	 73.00	109.00	 73.00
84	101.00	 40.00	 76.00
85	164.00	 91.00	164.00
86	228.00	250.00	246.00
87	  2.00	234.00	  0.00
88	182.00	182.00	182.00
89	237.00	237.00	 91.00
90	146.00	 36.00	 73.00
91	172.00	168.00	 64.00
92	127.00	177.00	182.00
93	154.00	166.00	154.00
94	200.00	128.00	 55.00
95	146.00	219.00	255.00
96	 61.00	 18.00	  1.00
97	 91.00	 91.00	 91.00
98	 73.00	109.00	146.00
99	 18.00	200.00	 91.00
100	177.00	194.00	246.00
101	109.00	 73.00	 36.00
102	250.00	 99.00	189.00
103	110.00	182.00	129.00
104	174.00	186.00	174.00
105	219.00	219.00	109.00
106	128.00	128.00	 18.00
107	237.00	237.00	200.00
108	244.00	244.00	255.00
109	144.00	176.00	220.00
110	 79.00	 64.00	 87.00
111	109.00	 73.00	146.00
112	114.00	186.00	252.00
113	154.00	205.00	205.00
114	101.00	160.00	138.00
115	146.00	109.00	109.00
116	168.00	134.00	239.00
